,review
448,这个电影非常糟糕的地方在于，只呈现了事实的A面，道德倾向太过明显，把正版药生产厂家塑造成无良商人。事实的B面是，研发一种药物，需要几十年的时间和几十亿美元的研发资金，消耗了无数科研人员半生心血，并且专利只有二十年。如果在二十年内收不回成本，就没有人愿意研发新药物。仿制药对个体有利，但损害的是社会的总体利益，以及未来的病人的利益。可以类比弗里德曼提出的问题：“老太太交不上暖气费，天然气公司是否应该停止为她供暖？”学生说不应该，因为老太太很可怜，天然气公司不可以这么无情。弗里德曼说应该停，学生问：“那难道就让老太太冻死吗？”弗里德曼回答：“你怪错人了。”
449,从摄影机调度上可以看出导演是具备电影语言自觉性的（这在国产商业片中实属罕见），可惜那些低俗、谄媚的类型化桥段使影片割裂开来，破坏了本应建立的现实深度，而趋于造作的虚假。同时，这种类型化的改编策略导致一种二元对立的思维导向，并不利于反思事件本身，因此所谓的社会意义本身也沦为虚假。
450,前半部分固然好的很，但两种味儿的冰激凌既然不能分着卖，也只能看成整体了。后半集简直是卫生部版的战狼2，听说过杰克苏玛丽苏，没想到又冒出一个圣人苏，节奏、剪辑、镜头、表演甚至是配乐，都比前面差了不知多远，一下子打回主旋律原型。合着这事儿还是发生在qq年代，敢把时间背景放到现在吗
451,看得我大哭一场。这只能说明导演很会煽情，而且真是学到了好莱坞精于算计那一套，敏锐地抓到一个（过时的）现实题材，毫不手软地捞一笔。当然眼泪不全是被动的，看到故事背景里那么多无处伸张的社会不公，非常痛切地意识到指望一部电影或者一个被编剧塑造的良心发现的商人来改变一切，是多么的轻易和可笑。
452,你国人过得跟狗一样居然在评论区高潮起来了简直无法理解
453,和谐版的《辛德勒的名单》。
454,7/5@明珠光大 两星半。话题性优势，但糟烂喜剧套路与媚俗的演绎方式几乎毁了现实主义向打开的任何可能。现场所有笑点都几乎哑掉，后半段走稳但蓄势不足至于最后煽情环节也毫无感觉。总之一句话，还是国产片不自信+资本傲慢表现，虚肿但爆款。ps 俩男主油得能去炸鸡柳 pps 题材再好和呈现面貌应是乘法而非加法关系
455,从肉身穿越到媒介穿越，无论哪种穿越也要讲究基本法，就不说这头救人那边复活的戏码多么可笑了（即使是烂大街的超英电影，套用穿越元素时还知道考虑对尚未发生和既已发生的影响）。对于背景架空的科幻片或超英片玩玩逆转未来隔空对话的戏码还行，结果全世界都爱跟风这一套，这类从一开始就站不住脚的设定放到上世纪还能唬唬人，放到现在除了让人噗嗤冷笑外毫无意义。（都在提结尾那个“彩蛋”，这片最大彩蛋难道不是金叹的妈妈终于成了车恩尚的妈妈……）
456,"所有恐怖烂片能犯的错基本都犯了，某种意义上，也算是一种了不起。
朴信惠真没出息，在言情剧演够了傻白甜，转战恐怖片，还tm是演傻白甜……
您的糖度是拿三聚氰胺打的底吧？"
457,逻辑站不住脚，莫名其妙的穿越设定和时间线，以及女主蠢到要气死人的操作，我真不明白是什么人在给这部片叫好的，估计是因为科幻片和悬疑片看的少了，建议多补补
458,就这？就可以爆款？不就是拿了《黑洞频率》的创意魔改了一下嘛，电话穿越不是1990年代才有的梗吗？编剧该解释一下女主角火车上丢了手机的那条线，现在的设计里女主角全程靠电话解决问题，始终没直接跟大反派对决，全靠配角们上手，本身就是剧作上的问题，再加上这个不能细想的逻辑，本质上就还是Netflix批量生产的大数据产物。
459,勉强给2星，就特么这8分？先不说bug，平行宇宙嘛，老的要死的梗。这么惊讶无比的拍手叫好，还不如多看几遍《蝴蝶效应》。剧情真的无聊的要死，故事虎头蛇尾故弄玄虚，感觉什么都想涉及到，结果什么都只讲一半戛然而止。整片杀杀杀，最后高潮教老妈怎么使用灭火器是吧？到结尾也毛意义没有。你不会告诉我还要拍第二部吧？全钟瑞怎么感觉像女版朴海俊
460,C+.       故作聪明的延宕和反转不断复现，基于单一时空的逻辑基础最后也基本崩塌，观感就像吃了死苍蝇。
461,非常拧巴的设定，看起来高能反转但实际上压根就想不通，人物动机牵强，并且完全拒绝解释，看到最后除了对全钟瑞的演技印象深刻，别的根本剩不下啥了。
462,时空逻辑乱到一塌糊涂，完全搞不清楚。别问，问就是我们搞的是穿越时空。当下很多所谓烧脑电影都是这一套。
463,剧情逻辑不值得深究，因为就是一坨屎。个人觉得朴信惠演得很好，得益于人物本身的丰富，而全钟瑞就显得十分刻意，容易让人出戏，可能很多人会觉得演得好吧，毕竟就是直给、暴力式地呈现——我是神经病、我是杀人狂。
464,韩国电影吧就有那种抄着抄着就暴露自己根性的习惯，美国人拍黑洞频率是那样，韩国人拿过来一改，就成个这。
465,没有新意，扰乱因果，变来变去。
466,比较标准的类型片剧本，属于爽文式写法，bug比较多，逻辑漏洞也挺多的。一个俄罗斯套娃式的故事。结局的反转相当画蛇添足，结果本来想刻意秀一下小机灵却把自己的逻辑推翻了，减一星。本片最值得一提的其实是两位女主的表演非常出色～
467,全钟瑞帅到炸
468,什么年代了韩国人怎么还在玩黑洞频率的梗，玩得还这么烂。反派的恶和战斗力跟正派的蠢以及女主的废物程度一样莫名其妙且极端。只能单向改变时间线的设定已经非常失衡了，编剧能不能给主角哪怕一点点的主观能动性，好久没见过这么让人疯狂扶额的智障主角了。
469,如坐针毡、如芒刺背、如鲠在喉，编剧失心疯之作，看的我满头问号，这是在干什么？#典型的抖音解说类电影糊弄人的#
470,电影不管怎样尤其作为主流平台的一部电影还是要能给人希望和温情的，而不是为了膈应人强行加个恶心的结尾，这是小聪明和把戏吗？不，这是扭曲。
471,结尾的反转真是多此一举，不过电影本身就存在很多漏洞，甚至很多逻辑上的硬伤，再怎么反转也无济于事，编剧自作聪明只会让电影更烂
472,黑洞频率和神秘来电的杂交版。但是抄都没抄好。。。
473,还是对欧美同类电影的效仿
474,没啥意思 黑洞频率 还拙劣地致敬了下闪灵。从她巫女妈说你会害死很多人就知道这孩子是个杀人魔。各种类型杂糅吧，有点科幻到最后也没解释为什么，不算科算奇幻、有点小妞电影什么追星买衣服乱七八糟的验证时间的无聊把戏 想到你的名字，有点灵异故意加了道符驱魔那些东西，最后直接是美式恐怖，报复式虐杀，但都是见多的，没啥意思，四倍速以上过剧情。两个女主我才是脸盲。穿越时间改变现在并不浪漫，而且从知道能改变现在开始就不再认真对待，纯奇幻了。
475,这编导去当个糊男团的爱豆不好么，非要来霍霍电影……本片逻辑不能说有bug，只能说狗屁不通🆘  朴信惠演技烂过抖音网红，全钟瑞全程表演浮夸，看来没有名导调教就啥也不是。
476,也就音乐还算可以，Tim Roth太猥琐，不适合演这种文绉绉的角色
477,不喜欢，没共鸣。
478,"对不起,期望过高."
479,不伦不类
480,侮辱钢琴，侮辱“好”电影。
481,终于也算完整地看过一遍。作为一名电影导演的托纳多雷基本谈不上什么艺术品味，许多人津津乐道的那段斗琴戏就是一场集中展示，而那些努着劲要塞给观众的情绪和体悟，也大都显得做作和空泛。《海上钢琴师》能取得如今的这种“经典”地位，也算是一个值得玩味的电影传播学案例吧。一个自作多情的建议：如果你把《海上钢琴师》视作所谓的“文艺经典”，那多去看看其他不同的电影吧；如果你已经看过很多不同的电影，那不妨回头再重新看看《海上钢琴师》。
482,这么多年我还是没有看完这部高分片……从一开始的故事带出演员表演方式我就知道不是我的菜 越往下看越觉得有些刻意矫情 导演的人生哲学暂且不提 单说讲故事的方式 就像小学生作文一样刻意 那种流于表面的情感根本无法吸引我 更别说被打动了。
483,这部电影对于我个人非常有纪念意义，它令我惊觉自己的改变。那种宁愿守着旧梦死去也不愿意走向迷茫未来的懦弱，令我哀其不幸怒其不争，你哪儿都还没去怎么敢装逼。于是曾经爱过的人和电影，便都不爱了
484,什么蛋疼玩意 把一矫情做作的人愣是吹捧得跟神似的 里面1900的世界观就是操蛋两字 拿着操蛋的理论来说教 恶心！
485,50/100，完全是为了表达而创作的电影，文本完全缺乏逻辑性，结构也欠考虑，人物像空心木偶般行进，比试钢琴的部分更是蠢的不能再蠢，且全片完全看不到一丁点情感流动，有的只是矫揉造作，奈何你视听再高明，但是能这么用吗？到头来只像一长段精致但是苍白的视频，不伦不类又莫名其妙。//这电影居然排在豆瓣TOP11，实在让我迷惑不已。
486,烂到家了。深沉的旁白对主角思想进行阐释和升华，逼着你去崇敬。而尤其烂的地方，在于那种对艺术的庸俗化的理解，似乎艺术家不是靠他自身的创造力和艰苦的劳动，而是靠他那种与大众隔绝对立的姿态而存在的。没有艺术创造力的人，就会用这种方式意淫艺术家。 
