,review
474,没看过原版，就韩版故事来说不断篡改未来的设定也太不遵守科幻片定理了，不过这样的确来自过去的威胁感更强，加上全钟瑞的嚣张表演，跨越时空虐杀你的氛围是出来的，与之相比朴信惠的现在时空完全被压制，没构成双方势均力敌的斗智斗勇感，最后只能回归到母女情的支线，但好像又缺乏和解过程，还搞了个画蛇添足的反转，比较可惜。
475,还是这种跟过去搭上线，妄图改变过去的老套路。朴信惠演得也不好。
476,惊悚有余，逻辑不足，两位女演员演得很不错
477,我还以为我们家东龙演的警察能有点什么作用，结果一秒被杀😢
478,"2020.12.06
画面不错，色调挺漂亮，演得也蛮到位，但这个题材实在太太太老套了，而设定的精细程度却还比不上这类电影的老前辈《回到未来》、《黑洞频率》。"
479,大反派血条也太厚了，中间有个笑吓到我了，其余的还好
480,电话时空穿越已不算新鲜，连线互杀还算有趣，全钟瑞的洒脱演技跟朴信惠一比后者立刻逊色不少，另外结尾挺没必要
481,凑合吧，下饭不错，看评论感觉模仿了不少超时空来电和黑洞频率，但是bug太多，女主智商堪忧单方面被虐，结尾反转更是俗上加俗。
482,中规中矩，结尾强行反转、疯婆子演技好叼，朴还是过于表面，但爆发场景还可以。
483,编的挺圆，但跟所有恐怖片一样，基于女主胆子大加不要命，不然正常人不会大半夜独自砸墙，后面也就不会有展开，属于强行设定。话说女主演技太差了，从《活着》开始一直延续到现在的烂
484,全钟瑞妹子很可以
485,金钟瑞演技真的吊打朴信惠... 还是喜欢看主角反杀的片。
486,结局到女主妈妈走着走着消失了就够了
487,结尾一定要这么惊悚的吗
488,韓國人抄橋再工業包裝的活兒是沒話說，幾個番都做足設計；人物簡單粗暴，玩弄敘事戲耍觀眾就不談了；全鍾瑞被李滄東調教後演戲很瘋，倒是最大亮點。
489,看了个英文配音版，黑人问号脸？？！全钟瑞好评，闪灵梗好评。
490,给大众看的艺术家电影，很多煽情与细述很不必要，但是很多人喜欢
491,最长的一版完全是顺着煽情的每一个Ｇ点往下走的，坏处就是高潮多了人也会厌的。另外从小就好奇男二的眼睛为什么会小范围打转。
492,ＭＳ肖申克１０周年，此片，《肖》，《迷失东京》三部连看，可惜皆有徒有虚名之叹。
493,逃避也能被说成伟大？懦弱也能成为共鸣？浪费我三小时！两个三小时！
494,很一般嘛而且我觉得片子拍得太做作了……
495,叙事方式抄袭泰坦尼克，钢琴弹得飞快就是好，把懦弱美化成坚持。总之我觉得这部片子担不起这个评价，我虽然也是个社恐，但是我每天都打起百倍精神去应付这个操蛋的世界。我们要死皮赖脸地活下去不是吗。不过那个画从墙上掉下的隐喻还是很喜欢的，爱情来时的钢琴曲也真的很美，让人想起肖邦。
496,典型的影迷口碑虚高平庸片，MTC58分和烂番茄的54%不是白给的 ★★★
497,朱塞佩的文艺还是太过直白了，无论是剧情设置还是镜头语言都是如此。一些完全可以让人回味无穷的行动最终还是用各种各样的语言讲了出来，档次真是降低。而且不得不说，越往后越矫情，搞得不好。海上钢琴师有一股莱昂内的味道，尤其是音乐让人瞬间想起美国往事。唯一不变的就是莫里康内啊。
498,2.5 / 125min / 看到那段最经典的午夜钢琴戏误以为托纳多雷这次要脱胎换骨了，结果之后还是在叙述者与被叙述者的关系中彻底迷失了方向。1900和Max的情感到底如何建立呢？是刹那间边缘性的相互确证吗？还是一种艺术中的超验联结呢？这一环最核心的情感蓄积是如此薄弱抽象，以至于两者都同时变得中空。1900既不能被提炼为蜷缩于现代性无限扩张世界中无法被命名的概念物，又不能成为一个足够丰满的人物，而只能作为Max的一种情绪寄托而存在。然而当最后的寻觅与谈话完成时，Max的落脚点何在？恐怕还是被托纳多雷所预设的那一点艺术怀旧罢了。不过不可否认这一试图以诗性穿透“世纪”的构思还是很棒的，只不过又一次看到托纳多雷把这些灵光闪闪的点子毫无章法地乱堆一气时还是很茫然罢了。
499,我们无处安放的孤独。是一部典型的后现代、解构主义的影片，其反工业文明物质成果和精神成果（价值观）的倾向非常明显。也是一部带有荒诞主义色彩的电影，在豆瓣的热捧说明我们这个时代的文艺青年们严重缺乏精神信仰。
500,最终他还是个孩子，因为只有孩子的眼中死亡不比恐惧可怕。
501,最终他还是个孩子，因为只有孩子的眼中死亡不比恐惧可怕。
502,特定环境下成长出来的特定存在，还是不要轻易的改变。好难想象离开之后会是个什么样子。
503,天才都是孤独的吧，这是一个悲伤的故事！
504,看过这个电影，本身被音乐，剧情，画面所折服。后来看了Lie to me，突然想起，哎，这不是演钢琴师的吗？这才佩服起主演的演技来。钢琴师是孤独的，高傲的，他曾有踏上大陆的机会，可是他放弃了，不知道他为何做了这样的决定，若是不向往陆地，何苦挣扎？若是向往，为何又放弃？
505,挺意大利式抒情地讲了一堆美丽的谎话
506,超过9分的超高分让我对它期望过高，看完后没触动我。1900最后跟MAX讲自己不愿下船的那些话我完全不赞同。而且想下船是因为一个女人，最终没下船却编了极牛逼的理由，真不要脸。男主气质也不合。想到《钢琴师》，艾德里安才是演到家了。
507,梦想注定是孤独的旅行
508,2018年上映二十周年的电影。距离上一次看，大约也是十年前的事儿了。一位出生在1900年的钢琴天才，他一出生就被遗弃在游轮的头等舱一架钢琴上，那之后 他一生都没有离开过这艘游轮。我依然记得他在颠簸的游轮上打开钢琴滚轮自由弹奏的样子、记得他和爵士音乐Boss斗琴的样子、记得他试图下船又转身回头的样子。我始终无法理解他的内心，我想这大约因为我不是一个有卓越才华的人，因为只有天才 才能理解另一个天才吧。
509,斗琴的部分确实精彩，“宅”的太彻底，不值得学习，呵呵。这部电影并不是想表达什么，只是展现一个人生，一个天才的一生，并感慨和叹息。对我而言，这只是个故事，讲述另一个人的一生，听听就算，没什么特别的。6.5分。
510,内个白龙好像塔矢亮！其实这是个爱丽丝漫游奇遇记的东方版呢！
511,忘了名字就不能回家、贪吃就会被变成猪、不努力工作就无法留下，这些小孩子无稽之谈的幻想进入到画面中，电影替人做了一场白日童梦。白龙莫名的守护、无脸男持续地相随、小少爷义气地相助，千寻的一路多幸运。每一天都是一场道别，幸好故事里还有信念能够追随。可现实里太多无可挽回，倒不如一梦方休。
512,剧情是千寻一家人来到废弃游乐场探险，爸妈因为吃了食物变成猪，千寻独自一人在游乐场生存并救爸妈的故事。千寻也具备许多优点，坚强勇敢，不放弃的精神。也得到了许多人的帮助。最终凭借勤奋善良解救爸妈。很温馨朴实的动画。老少皆宜合家欢电影。无脸怪也很有趣，但过程略显平淡。整体一般吧！
513,不能吃太多不然会被杀掉，就好像是在高速人们不能贪的太多要有个度，不然会遭报应，不好好工作努力生存，就会被淘汰，宫崎骏的电影都是直入人心的，不像一针见血，让你慢慢的就感觉到了他要说什么，期待宫崎骏以后会有更好的作品👍
514,"一个关于寻找自我的故事
我并不太喜欢"
515,挺好看的，宫崎骏的动画果然是经典
516,很久以前看过，这几天无聊又重温一下，人不能贪婪，千寻在寻找爸爸妈妈的解药过程中，遇到了无脸男，一直陪伴她，千寻刚开始有点害怕，后来好了很多，还有慈祥的锅炉房爷爷。很不错的动漫，很喜欢。
517,以前我覺這片很好看，很豐富。幾年後我得承認我是跟風跟捧。它其實是硬要搞出一個大戲，硬要來談生命哲理，整個企圖與操作有點牽強。不知道怎辦，只好一直加花樣。就像畫畫，怕畫不好就添好多筆或好多東西。像請客不請酒席怕沒誠意。龍貓、魔女宅急便皆勝本片。這片很歧視豬，哈哈哈（嘆息）。
518,以前我覺這片很好看，很豐富。幾年後我得承認我是跟風跟捧。它其實是硬要搞出一個大戲，硬要來談生命哲理，整個企圖與操作有點牽強。不知道怎辦，只好一直加花樣。就像畫畫，怕畫不好就添好多筆或好多東西。像請客不請酒席怕沒誠意。龍貓、魔女宅急便皆勝本片。這片很歧視豬，哈哈哈（嘆息）。
519,一个干净浪漫的日式童话，要是不写爱情的话多么好。那么细密温柔的年少情怀，与长河相恋那么美，终归一场梦。仿佛宫崎有两个，希望东京崩溃杂草重新接管世界的宫崎，编织着酸甜少女成长幻境的宫崎，而我只能取其一。我大抵与千寻擦肩而过，十年前的我似懂非懂，十年后的我已无法共鸣。
520,基本也就那么回事了，全宇宙最高票房动画我还以为多么神奇，结果只是纯粹的商业动画，误入的那个世界算是个凑活的背景吧，这个故事是在暗示人要活着就要工作吗，后半段有变成爱情冒险剧了，我觉得要是把夏目挖出一段细致做做能比这个强，河神那个是在说环境问题，难得这部没有飞艇，还不如红猪。
